iata,name,city,country,region,lat,lon,size
AAA,Anaa Airport,Anaa,PF,PF-U-A,-17.3526,-145.509995,medium
AAC,El Arish International Airport,El Arish,EG,EG-SIN,31.055324,33.827964,large
AAE,Annaba Rabah Bitat Airport,Annaba,DZ,DZ-23,36.826781,7.81334,large
AAK,Aranuka Airport,Buariki,KI,KI-G,0.185278,173.636993,small
AAL,Aalborg Airport,Aalborg,DK,DK-81,57.094763,9.84993,large
AAN,Al Ain International Airport,Al Ain,AE,AE-AZ,24.2617,55.6092,large
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID,ID-KI,-0.374478,117.250128,medium
AAQ,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,RU-KDA,45.002102,37.347301,medium
AAR,Aarhus Airport,Aarhus,DK,DK-82,56.303331,10.618286,large
AAT,Altay Xuedu Airport,Altay,CN,CN-65,47.749886,88.085808,medium
AAX,Romeu Zema Airport,Araxá,BR,BR-MG,-19.5632,-46.9604,medium
AAY,Al Ghaydah International Airport,Al Ghaydah,YE,YE-MR,16.193341,52.174186,medium
AAZ,Quezaltenango Airport,Quezaltenango,GT,GT-QZ,14.8656,-91.501999,small
ABA,Abakan International Airport,Abakan,RU,RU-KK,53.740002,91.385002,large
ABB,Asaba International Airport,Asaba,NG,NG-DE,6.204167,6.665278,large
ABD,Abadan Ayatollah Jami International Airport,Abadan,IR,IR-06,30.367887,48.230075,large
ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US,US-PA,40.651773,-75.442797,medium
ABI,Abilene Regional Airport,Abilene,US,US-TX,32.4113006592,-99.68190002440001,medium
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,CI-AB,5.26139,-3.92629,large
ABK,Kebri Dahar Airport,Kebri Dahar,ET,ET-SO,6.732577,44.241339,medium
ABL,Ambler Airport,Ambler,US,US-AK,67.105529,-157.855339,medium
ABM,Northern Peninsula Airport,Bamaga,AU,AU-QLD,-10.946194,142.455081,small
ABQ,Albuquerque International Sunport,Albuquerque,US,US-NM,35.039976,-106.608925,large
ABR,Aberdeen Regional Airport,Aberdeen,US,US-SD,45.449100494384766,-98.42179870605469,medium
ABS,Abu Simbel Airport,Abu Simbel,EG,EG-ASN,22.375924,31.611734,medium
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,SA-11,20.298506,41.636153,medium
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID,ID-NT,-9.074841,124.903285,small
ABV,Nnamdi Azikiwe International Airport,Abuja,NG,NG-FC,9.00679,7.26317,large
ABX,Albury Airport,East Albury,AU,AU-NSW,-36.066758,146.959148,medium
ABY,Southwest Georgia Regional Airport,Albany,US,US-GA,31.532946,-84.196215,medium
ABZ,Aberdeen International Airport,Aberdeen,GB,GB-SCT,57.2019,-2.19778,large
ACA,General Juan N. Álvarez International Airport,Acapulco,MX,MX-GRO,16.757126,-99.753113,large
ACC,Kotoka International Airport,Accra,GH,GH-AA,5.605189800262451,-0.16678600013256073,large
ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES,ES-CN,28.945499,-13.6052,large
ACF,Aral Tarim Airport,Aral,CN,CN-65,40.434748,81.26206,small
ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH,CH-SG,47.485001,9.56077,medium
ACI,Alderney Airport,Saint Anne,GG,GG-A,49.706104,-2.21472,medium
ACK,Nantucket Memorial Airport,Nantucket,US,US-MA,41.25310135,-70.06020355,medium
ACT,Waco Regional Airport,Waco,US,US-TX,31.611299514770508,-97.23049926757812,medium
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,US-CA,40.978101,-124.109,medium
ACX,Xingyi Wanfenglin Airport,Xingyi,CN,CN-52,25.083423,104.960804,medium
ACY,Atlantic City International Airport,Atlantic City,US,US-NJ,39.456201,-74.577511,medium
ADB,Adnan Menderes International Airport,Gaziemir,TR,TR-35,38.2924,27.157,large
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,ET-AA,8.97789,38.799301,large
ADE,Aden International Airport,Aden,YE,YE-AD,12.829564,45.029976,large
ADF,Adıyaman Airport,Adıyaman,TR,TR-02,37.7314,38.468899,medium
ADJ,Marka International (Amman Civil) Airport,Amman,JO,JO-AM,31.9727,35.9916,large
ADK,Adak Airport,Adak,US,US-AK,51.883564,-176.642783,medium
ADL,Adelaide International Airport,Adelaide,AU,AU-SA,-34.947512,138.533393,large
ADQ,Kodiak Airport,Kodiak,US,US-AK,57.75,-152.4940033,medium
ADU,Ardabil Airport,Ardabil,IR,IR-24,38.3256988525,48.4244003296,medium
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO,CO-SAP,12.5836,-81.7112,large
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),CN,CN-45,23.7206,106.959999,medium
AEP,Aeroparque Jorge Newbery,Buenos Aires,AR,AR-C,-34.559419,-58.415536,large
AER,Sochi International Airport,Sochi,RU,RU-KDA,43.449902,39.9566,large
AES,Ålesund Airport,Ålesund,NO,NO-15,62.560443,6.110845,large
AET,Allakaket Airport,Allakaket,US,US-AK,66.551804,-152.621994,small
AEU,Abu Musa Island Airport,Abu Musa,IR,IR-22,25.8757,55.033001,medium
AEX,Alexandria International Airport,Alexandria,US,US-LA,31.325828,-92.546702,medium
AEY,Akureyri International Airport,Akureyri,IS,IS-6,65.656573,-18.072018,large
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR,AR-M,-34.588299,-68.4039,medium
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,BR-MT,-9.866389,-56.106298,medium
AFZ,Sabzevar National Airport,Sabzevar,IR,IR-09,36.16809844970703,57.59519958496094,medium
AGA,Al Massira Airport,Agadir (Temsia),MA,MA-09,30.322478,-9.412003,large
AGE,Wangerooge Airport,Wangerooge,DE,DE-NI,53.782544,7.919584,small
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE,SE-M,56.29610061645508,12.847100257873535,medium
AGI,Wageningen Airstrip,Wageningen,SR,SR-NI,5.841252,-56.673247,small
AGJ,Aguni Airport,Aguni,JP,JP-47,26.592755,127.240335,small
AGP,Málaga-Costa del Sol Airport,Málaga,ES,ES-AN,36.6749,-4.49911,large
AGR,Agra Airport / Agra Air Force Station,Agra,IN,IN-UP,27.157975,77.961025,medium
AGS,Augusta Regional At Bush Field,Augusta,US,US-GA,33.3699,-81.9645,medium
AGT,Guaraní International Airport,Ciudad del Este,PY,PY-10,-25.457186,-54.839544,large
AGU,Aguascalientes International Airport,Aguascalientes,MX,MX-AGU,21.699589,-102.318372,large
AGX,Agatti Airport,Agatti,IN,IN-LD,10.8237,72.176003,medium
AHA,Maa Mahamaya Airport,Ambikapur,IN,IN-CT,22.98753,83.19612,medium
AHB,Abha International Airport,Abha,SA,SA-14,18.2404,42.656601,large
AHE,Ahe Airport,Ahe Atoll,PF,PF-U-A,-14.428099632263184,-146.2570037841797,medium
AHO,Alghero-Fertilia Airport,Alghero,IT,IT-88,40.632099,8.29077,medium
AHU,Cherif Al Idrissi Airport,Al Hoceima,MA,MA-01,35.177101,-3.83952,medium
AIA,Alliance Municipal Airport,Alliance,US,US-NE,42.052543,-102.803965,medium
AIN,Wainwright Airport,Wainwright,US,US-AK,70.638,-159.994995,medium
AIP,Adampur Airport,Adampur,IN,IN-PB,31.4338,75.758797,small
AIT,Aitutaki Airport,Aitutaki,CK,CK-U-A,-18.8309,-159.764008,small
AIU,Enua Airport,Atiu Island,CK,CK-U-A,-19.96780014038086,-158.11900329589844,small
AJA,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,FR-COR,41.923599,8.80292,medium
AJF,Al-Jawf International Airport,Al-Jawf,SA,SA-12,29.783301,40.100905,large
AJI,Ağrı Airport,Ağrı,TR,TR-04,39.655642,43.025742,medium
AJL,Lengpui Airport,Aizawl (Lengpui),IN,IN-MZ,23.840599,92.619698,medium
AJN,Ouani Airport,Ouani,KM,KM-A,-12.131047,44.430044,medium
AJR,Arvidsjaur Airport,Arvidsjaur,SE,SE-BD,65.59030151367188,19.28190040588379,medium
AJU,Aracaju - Santa Maria Airport,Aracaju,BR,BR-SE,-10.98394,-37.072873,medium
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN,CN-61,32.75696,108.87338,small
AKB,Atka Airport,Atka,US,US-AK,52.220299,-174.205994,small
AKF,Kufra Airport,Kufra,LY,LY-KF,24.178699493408203,23.31399917602539,medium
AKI,Akiak Airport,Akiak,US,US-AK,60.902646,-161.23106,small
AKJ,Asahikawa Airport,Higashikagura,JP,JP-01,43.670799,142.447006,medium
AKK,Akhiok Airport,Akhiok,US,US-AK,56.938702,-154.182999,small
AKL,Auckland International Airport,Auckland,NZ,NZ-AUK,-37.01199,174.786331,large
AKN,King Salmon Airport,King Salmon,US,US-AK,58.677845,-156.651965,medium
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,US-AK,68.133598,-151.742996,medium
AKR,Akure Airport,Akure,NG,NG-ON,7.246739864349365,5.3010101318359375,medium
AKS,Gwaunaru'u Airport,Auki,SB,SB-ML,-8.70257,160.682007,small
AKU,Aksu Hongqipo Airport,Aksu (Onsu),CN,CN-65,41.262501,80.291702,medium
AKV,Akulivik Airport,Akulivik,CA,CA-QC,60.8186,-78.148598,small
AKX,Aktobe International Airport,Aktobe,KZ,KZ-AKT,50.248116,57.204144,large
AKY,Sittwe Airport,Sittwe,MM,MM-16,20.133165,92.870693,medium
ALA,Almaty International Airport,Almaty,KZ,KZ-ALA,43.354267,77.042828,large
ALB,Albany International Airport,Albany,US,US-NY,42.748299,-73.801697,large
ALC,Alicante-Elche Miguel Hernández Airport,Alicante,ES,ES-VC,38.2822,-0.558156,large
ALF,Alta Airport,Alta,NO,NO-56,69.976097,23.3717,medium
ALG,Houari Boumediene Airport,Algiers,DZ,DZ-16,36.693886,3.214531,large
ALH,Albany Airport,Albany,AU,AU-WA,-34.943333,117.808889,medium
ALO,Waterloo Regional Airport,Waterloo,US,US-IA,42.557098388671875,-92.40029907226562,medium
ALP,Aleppo International Airport,Aleppo,SY,SY-HL,36.181262,37.226869,large
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US,US-CO,37.434898,-105.866997,medium
ALW,Walla Walla Regional Airport,Walla Walla,US,US-WA,46.09489822,-118.288002,medium
AMA,Rick Husband Amarillo International Airport,Amarillo,US,US-TX,35.217857,-101.706444,medium
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN,IN-GJ,23.0772,72.634697,large
AMH,Arba Minch Airport,Arba Minch,ET,ET-SN,6.03939,37.5905,medium
AMM,Queen Alia International Airport,Amman,JO,JO-AM,31.7226009369,35.9931983948,large
AMQ,Pattimura International Airport,Ambon,ID,ID-MA,-3.71026,128.089005,large
AMS,Amsterdam Airport Schiphol,Amsterdam,NL,NL-NH,52.308601,4.76389,large
AMV,Amderma Airport,Amderma,RU,RU-NEN,69.76329803466797,61.556400299072266,medium
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,US-AK,61.179004,-149.992561,large
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL,CL-AN,-23.445274,-70.445232,large
ANI,Aniak Airport,Aniak,US,US-AK,61.581600189208984,-159.54299926757812,medium
ANR,Antwerp International Airport (Deurne),Antwerp,BE,BE-VAN,51.190667,4.463153,medium
ANS,Andahuaylas Airport,Andahuaylas,PE,PE-APU,-13.706399917602539,-73.35040283203125,small
ANU,V. C. Bird International Airport,Osbourn,AG,AG-03,17.1367,-61.792702,large
ANV,Anvik Airport,Anvik,US,US-AK,62.646702,-160.190994,medium
ANX,"Andøya Airport, Andenes",Andenes,NO,NO-18,69.295193,16.139379,medium
AOE,Hasan Polatkan Airport,Eskişehir,TR,TR-26,39.811644,30.519268,large
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN,CN-21,41.105301,122.853996,medium
AOI,Marche Airport,Falconara Marittima (AN),IT,IT-57,43.616299,13.3623,medium
AOJ,Aomori Airport,Aomori,JP,JP-02,40.733777,140.689477,large
AOK,Karpathos Airport,Karpathos Island,GR,GR-L,35.421398,27.146,medium
AOO,Altoona Blair County Airport,Altoona,US,US-PA,40.296398,-78.32,medium
AOR,Sultan Abdul Halim Airport,Alor Satar,MY,MY-02,6.189670085906982,100.39800262451172,medium
APK,Apataki Airport,Apataki,PF,PF-U-A,-15.5736,-146.414993,small
APL,Nampula Airport,Nampula,MZ,MZ-N,-15.1056,39.281799,large
APN,Alpena County Regional Airport,Alpena,US,US-MI,45.0780983,-83.56030273,medium
APO,Antonio Roldán Betancur Airport,Carepa,CO,CO-ANT,7.81196,-76.7164,medium
APW,Faleolo International Airport,Apia,WS,WS-AA,-13.83,-172.007996,large
AQA,Araraquara Airport,Araraquara,BR,BR-SP,-21.812,-48.132999,medium
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN,CN-34,30.582199,117.050003,medium
AQI,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,SA-04,28.335726,46.127108,large
AQJ,King Hussein International Airport,Aqaba,JO,JO-AQ,29.611601,35.018101,large
AQP,Rodríguez Ballón International Airport,Arequipa,PE,PE-ARE,-16.340786,-71.569485,large
ARC,Arctic Village Airport,Arctic Village,US,US-AK,68.1147,-145.578995,medium
ARD,Alor Island - Mali Airport,Kabola,ID,ID-NT,-8.13234,124.597,small
ARH,Talagi Airport,Archangelsk,RU,RU-ARK,64.60030364990234,40.71670150756836,medium
ARI,Chacalluta International Airport,Arica,CL,CL-AP,-18.348499,-70.338699,medium
ARK,Arusha Airport,Arusha,TZ,TZ-01,-3.3677899837493896,36.63330078125,medium
ARM,Armidale Airport,Armidale,AU,AU-NSW,-30.528099060099997,151.617004395,medium
ARN,Stockholm-Arlanda Airport,Stockholm,SE,SE-AB,59.64849,17.928829,large
ART,Watertown International Airport,Watertown,US,US-NY,43.991901,-76.021698,medium
ARU,Araçatuba Airport,Araçatuba,BR,BR-SP,-21.141479,-50.424575,medium
ARW,Arad International Airport,Arad,RO,RO-AR,46.176136,21.264322,medium
ASB,Ashgabat International Airport,Ashgabat,TM,TM-S,37.986801,58.361,large
ASD,Andros Town Airport,Andros Town,BS,BS-NS,24.697901,-77.795601,medium
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,US-CO,39.223202,-106.869003,medium
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,RU-AST,46.282843,48.010511,large
ASI,RAF Ascension Island,Cat Hill,SH,SH-AC,-7.970179,-14.392744,medium
ASJ,Amami Airport,Amami,JP,JP-46,28.430599212646484,129.71299743652344,medium
ASM,Asmara International Airport,Asmara,ER,ER-SK,15.2919,38.910702,medium
ASO,Asosa Airport,Asosa,ET,ET-BE,10.018500328063965,34.586299896240234,medium
ASP,Alice Springs Airport,Alice Springs,AU,AU-NT,-23.806588,133.903427,medium
ASR,Kayseri Erkilet International Airport,Kayseri,TR,TR-38,38.770401,35.495399,large
ASU,Silvio Pettirossi International Airport,Asunción,PY,PY-11,-25.240156,-57.519227,large
ASV,Amboseli Airport,Ol Tukai,KE,KE-34,-2.644786,37.252922,medium
ASW,Aswan International Airport,Aswan,EG,EG-ASN,23.961075,32.820382,large
ATC,Arthur's Town Airport,Arthur's Town,BS,BS-CI,24.6294,-75.673797,medium
ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,GR-I,37.936401,23.9445,large
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,US-AK,70.46704,-157.436013,medium
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,US-GA,33.6367,-84.428101,large
ATM,Altamira Interstate Airport,Altamira,BR,BR-PA,-3.253144,-52.253938,medium
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN,IN-PB,31.7096,74.797302,large
ATT,Atmautluak Airport,Atmautluak,US,US-AK,60.866699,-162.272996,small
ATW,Appleton International Airport,Appleton,US,US-WI,44.258515,-88.519,medium
ATY,Watertown Regional Airport,Watertown,US,US-SD,44.91400146,-97.15470123,medium
ATZ,Asyut International Airport,Asyut,EG,EG-AST,27.045962,31.01276,large
AUA,Queen Beatrix International Airport,Oranjestad,AW,AW-U-A,12.501056,-70.014281,large
AUC,Santiago Perez Airport,Arauca,CO,CO-ARA,7.06888,-70.7369,medium
AUG,Augusta State Airport,Augusta,US,US-ME,44.320598602299995,-69.7973022461,medium
AUH,Zayed International Airport,Abu Dhabi,AE,AE-AZ,24.440966,54.649237,large
AUK,Alakanuk Airport,Alakanuk,US,US-AK,62.682653,-164.722481,small
AUL,Aur Island Airport,Aur Atoll,MH,MH-AUR,8.14528,171.173004,small
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,PF-U-A,-9.76879024506,-139.011001587,medium
AUR,Aurillac airport,Aurillac,FR,FR-ARA,44.891399,2.42194,medium
AUS,Austin Bergstrom International Airport,Austin,US,US-TX,30.197535,-97.662015,large
AUU,Aurukun Airport,Aurukun,AU,AU-QLD,-13.354019,141.720028,small
AUX,Araguaína Airport,Araguaína,BR,BR-TO,-7.22787,-48.240501,medium
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),CN,CN-52,26.260556,105.873333,medium
AVK,Arvaikheer Airport,Arvaikheer,MN,MN-055,46.250301361083984,102.802001953125,medium
AVL,Asheville Regional Airport,Asheville,US,US-NC,35.435488,-82.541853,medium
AVN,Avignon Caumont airport,Avignon,FR,FR-PAC,43.907299,4.90183,medium
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US,US-PA,41.337064,-75.724232,medium
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,AU-VIC,-38.040269,144.467196,large
AWA,Hawassa International Airport,Hawassa,ET,ET-XSD,7.100611,38.396455,large
AWK,Wake Island Airfield,Wake Island,UM,UM-79,19.282437,166.636637,medium
AWZ,Qasem Soleimani International Airport,Ahvaz,IR,IR-06,31.3364,48.763789,large
AXA,Clayton J. Lloyd International Airport,The Valley,AI,AI-U-A,18.204773,-63.05383,medium
AXD,Alexandroupoli Democritus Airport,Alexandroupolis,GR,GR-A,40.8559,25.956301,medium
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,CN-15,38.748317,105.58416,medium
AXJ,Amakusa Airport,Amakusa,JP,JP-43,32.482498,130.158997,medium
AXM,El Eden Airport,Armenia,CO,CO-QUI,4.45278,-75.7664,medium
AXP,Spring Point Airport,Spring Point,BS,BS-AK,22.441799,-73.970901,medium
AXR,Arutua Airport,,PF,PF-U-A,-15.248299598693848,-146.61700439453125,medium
AXT,Akita Airport,Akita,JP,JP-05,39.615601,140.218994,medium
AXU,Axum Airport,Axum,ET,ET-TI,14.1468,38.7728,medium
AYJ,Maharshi Valmiki International Airport,Faizabad,IN,IN-UP,26.747736,82.163664,medium
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,PE-AYA,-13.1548,-74.204399,medium
AYQ,Ayers Rock Connellan Airport,Yulara,AU,AU-NT,-25.185913,130.97703,medium
AYT,Antalya International Airport,Antalya,TR,TR-07,36.898701,30.800501,large
AZA,Mesa Gateway Airport,Mesa,US,US-AZ,33.3078,-111.654999,medium
AZD,Shahid Sadooghi Airport,Yazd,IR,IR-21,31.9048995972,54.2765007019,medium
AZN,Andijan International Airport,Andijan,UZ,UZ-AN,40.727699,72.293999,medium
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US,US-MI,42.232105,-85.549637,medium
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,DZ-01,27.837601,-0.186414,medium
AZS,Samaná El Catey International Airport,Samana,DO,DO-20,19.269259,-69.737405,medium
BAH,Bahrain International Airport,Manama,BH,BH-15,26.267295,50.63764,large
BAL,Batman Airport,Batman,TR,TR-72,37.929001,41.1166,medium
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,CO-ATL,10.8896,-74.7808,large
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),CN,CN-46,19.140951,110.452766,medium
BAS,Ballalae Airport,Ballalae,SB,SB-WE,-6.990745,155.886656,small
BAV,Baotou Donghe International Airport,Baotou,CN,CN-15,40.560001,109.997002,large
BAX,Barnaul Gherman Titov International Airport,Barnaul,RU,RU-ALT,53.361285,83.539701,large
BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO,RO-MM,47.658444,23.464445,medium
BAZ,Barcelos Airport,Barcelos,BR,BR-AM,-0.981191,-62.918603,small
BBA,Balmaceda Airport,Balmaceda,CL,CL-AI,-45.915968,-71.689499,medium
BBG,Butaritari Airport,Butaritari,KI,KI-G,3.08583,172.811005,small
BBI,Biju Patnaik International Airport,Bhubaneswar,IN,IN-OR,20.251021,85.814747,large
BBK,Kasane International Airport,Kasane,BW,BW-CH,-17.831653,25.166195,large
BBM,Battambang Airport,Battambang,KH,KH-2,13.0956,103.223999,medium
BBN,Bario Airport,Bario,MY,MY-13,3.734648,115.478548,medium
BBO,Berbera Airport,Berbera,SO,SO-WO,10.385035,44.936723,medium
BBQ,Burton-Nibbs International Airport,Codrington,AG,AG-10,17.621194,-61.798347,medium
BBR,Basse-Terre Baillif Airport,Basse-Terre,GP,GP-U-A,16.013648,-61.742928,small
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,RO-B,44.503133,26.102944,large
BCA,Gustavo Rizo Airport,Baracoa,CU,CU-14,20.365299224853516,-74.5062026977539,medium
BCD,Bacolod-Silay International Airport,Bacolod City,PH,PH-NEC,10.776237,123.018879,large
BCH,Baucau Airport,Baucau,TL,TL-BA,-8.486479,126.399981,medium
BCI,Barcaldine Airport,Barcaldine,AU,AU-QLD,-23.566268,145.302086,medium
BCM,Bacău George Enescu International  Airport,Bacău,RO,RO-BC,46.5219,26.910299,large
BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,ES-CT,41.2971,2.07846,large
BCO,Jinka Airport,Jinka,ET,ET-SN,5.749655,36.560165,medium
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,NG-BA,10.482833,9.744,large
BDA,L.F. Wade International Airport,Hamilton,BM,BM-U-A,32.363802,-64.67824,large
BDB,Bundaberg Airport,Bundaberg,AU,AU-QLD,-24.905039,152.322612,medium
BDD,Badu Island Airport,Badu Island,AU,AU-QLD,-10.14955,142.173665,small
BDH,Bandar Lengeh International Airport,Bandar Lengeh,IR,IR-22,26.532283,54.82484,medium
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID,ID-KS,-3.440112,114.761209,large
BDL,Bradley International Airport,Hartford,US,US-CT,41.938555,-72.688016,large
BDO,Husein Sastranegara International Airport,Bandung,ID,ID-JB,-6.90063,107.575996,medium
BDP,Bhadrapur Airport,Bhadrapur,NP,NP-P1,26.5708007812,88.07959747310001,small
BDQ,Vadodara International Airport,Vadodara,IN,IN-GJ,22.336201,73.226303,large
BDS,Brindisi Airport,Brindisi,IT,IT-75,40.6576,17.947001,large
BDT,Gbadolite Airport,Gbadolite,CD,CD-NU,4.252745,20.975271,medium
BDU,Bardufoss Airport,Målselv,NO,NO-55,69.055801,18.5404,medium
BEB,Benbecula Airport,Balivanich,GB,GB-SCT,57.481098,-7.36278,medium
BED,Laurence G Hanscom Field,Bedford,US,US-MA,42.470001,-71.289001,medium
BEF,Bluefields Airport,Bluefields,NI,NI-AS,11.991,-83.774101,medium
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,RS-00,44.818401,20.309099,large
BEJ,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID,ID-KI,2.14776,117.430705,medium
BEK,Bareilly Air Force Station,Bareilly,IN,IN-UP,28.4221,79.450798,medium
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,BR-PA,-1.379279,-48.476207,large
BEM,Beni Mellal Airport,Oulad Yaich,MA,MA-05,32.401895,-6.315905,large
BEN,Benina International Airport,Benina,LY,LY-BA,32.096802,20.269501,large
BER,Berlin Brandenburg Airport,Berlin,DE,DE-BR,52.361738,13.502341,large
BES,Brest Bretagne airport,Brest,FR,FR-BRE,48.447899,-4.41854,large
BET,Bethel Airport,Bethel,US,US-AK,60.77980042,-161.8379974,medium
BEU,Bedourie Airport,Bedourie,AU,AU-QLD,-24.3461,139.460007,medium
BEW,Beira International Airport,Beira,MZ,MZ-S,-19.7964,34.9076,large
BEY,Beirut Rafic Hariri International Airport,Beirut,LB,LB-JL,33.819833,35.487443,large
BFD,Bradford Regional Airport,Bradford,US,US-PA,41.8031005859375,-78.64009857177734,medium
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US,US-NE,41.87400055,-103.5960007,medium
BFI,King County International Airport - Boeing Field,Seattle,US,US-WA,47.527042,-122.29995,medium
BFJ,Bijie Feixiong Airport,Bijie,CN,CN-52,27.267066,105.472097,medium
BFL,Meadows Field,Bakersfield,US,US-CA,35.433601,-119.056999,medium
BFN,Bram Fischer International Airport,Bloemfontein,ZA,ZA-FS,-29.092699,26.302401,large
BFQ,Bahia Piña Airport,Puerto Piña,PA,PA-5,7.58737,-78.179939,small
BFS,Belfast International Airport,Belfast,GB,GB-NIR,54.6575012207,-6.2158298492399995,large
BFV,Buri Ram Airport,Buriram,TH,TH-31,15.2295,103.252998,medium
BFY,Bengbu Tenghu Airport,Bengbu,CN,CN-34,33.166292,117.058344,medium
BGA,Palonegro Airport,Bucaramanga,CO,CO-SAN,7.1265,-73.1848,medium
BGC,Bragança Airport,Bragança,PT,PT-04,41.8578,-6.70713,medium
BGF,Bangui M'Poko International Airport,Bangui,CF,CF-MP,4.39848,18.518801,large
BGG,Bingöl Airport,Bingöl,TR,TR-12,38.860131,40.594489,small
BGI,Grantley Adams International Airport,Bridgetown,BB,BB-01,13.074667,-59.491034,large
BGK,Big Creek Airport,Big Creek,BZ,BZ-SC,16.519369,-88.407913,small
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,US-NY,42.20869827,-75.97979736,medium
BGO,"Bergen Airport, Flesland",Bergen,NO,NO-46,60.2934,5.21814,large
BGR,Bangor International Airport,Bangor,US,US-ME,44.806364,-68.826668,medium
BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,IQ-BG,33.262501,44.2346,large
BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,IT-25,45.669362,9.708851,large
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,US-ME,44.45000076,-68.3615036,medium
BHD,George Best Belfast City Airport,Belfast,GB,GB-NIR,54.618099,-5.8725,medium
BHE,Woodbourne Airport,Blenheim,NZ,NZ-MBH,-41.5182991027832,173.8699951171875,medium
BHH,Bisha Airport,Bisha,SA,SA-14,19.9844,42.620899,medium
BHI,Comandante Espora Airport,Bahía Blanca,AR,AR-B,-38.725,-62.1693,medium
BHJ,Bhuj Airport,Bhuj,IN,IN-GJ,23.2877998352,69.6701965332,medium
BHK,Bukhara International Airport,Bukhara,UZ,UZ-BU,39.775319,64.482279,large
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,US-AL,33.562877,-86.750712,large
BHO,Raja Bhoj International Airport,Bhopal,IN,IN-MP,23.2875,77.337402,large
BHQ,Broken Hill Airport,Broken Hill,AU,AU-NSW,-32.0013999939,141.472000122,medium
BHR,Bharatpur Airport,Bharatpur,NP,NP-P3,27.678101,84.429398,small
BHS,Bathurst Airport,Bathurst,AU,AU-NSW,-33.406817,149.651161,medium
BHU,Bhavnagar Airport,Bhavnagar,IN,IN-GJ,21.752199173,72.1852035522,medium
BHV,Bahawalpur Airport,Bahawalpur,PK,PK-PB,29.348100662231445,71.71800231933594,medium
BHX,Birmingham Airport,"Birmingham, West Midlands",GB,GB-ENG,52.453899,-1.74803,large
